Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Evan Phillips","LAD",5,1,18,61,0,54.2,10.37195242578837,2.7987808133079732,0.9878049929322258,0.2978723404255319,0.625,0.397260273,0.101694915,96.25171991604478,3.6219516407514947,3.2622324121052926,3.2762358886155982,3.481269375273975,0.8947124481201172,"Evan Phillips",17734,623465
"Joe Ross","MIL",3,6,0,25,10,74,8.027027233923505,3.5270271179360857,0.8513513732949173,0.2981651376146789,0.72668113,0.409909909,0.075268817,94.78997171336206,3.7702703674489193,3.9545444763337745,3.8286419575191752,4.49913902586384,0.8921629190444946,"Joe Ross",12972,605452
"Matthew Boyd","CLE",2,2,0,8,8,39.2,10.436975459057173,2.9495800210378964,0.9075630833962759,0.27722772277227725,0.74879227,0.314285714,0.08,92.13120626206563,2.7226892501888273,3.0376591098230747,3.292530206539278,3.887498823955499,0.8919454216957092,"Matthew Boyd",15440,571510
"Robert Suarez","SDP",9,3,36,65,0,65,8.169231728096799,2.2153848754160808,0.9692308829945353,0.2556818181818182,0.80756014,0.417582417,0.094594594,99.23254751461988,2.769231094270101,3.0362601311122615,3.4895567392879734,3.8109201933222305,0.8877625465393066,"Robert Suarez",30115,663158
"Ryan Thompson","ARI",7,5,2,67,0,66.1,7.0552777343592314,2.035176269526701,0.6783920898422336,0.2964824120603015,0.73972603,0.614213197,0.111111111,92.50521484375,3.256282031242722,3.976426872715763,3.302158196258242,3.347993053486448,0.8844500780105591,"Ryan Thompson",16647,657044
"Anthony Bender","MIA",5,2,1,59,0,53,10.018870087865453,3.0566044335860703,0.509434072264345,0.3263888888888889,0.69321534,0.5,0.073170731,95.77737630208334,4.07547257811476,3.385336574277247,2.9211967064588142,3.3550146238125613,0.8830666542053223,"Anthony Bender",19742,669622
"Bryan Abreu","HOU",3,3,1,78,0,78.1,11.834043321587961,3.6765959834059685,1.0340426203329287,0.2857142857142857,0.82938389,0.404371584,0.116883116,96.89746418189368,3.102127860998786,3.253697061877807,3.4856287351826745,3.478283806353638,0.8758917450904846,"Bryan Abreu",16609,650556
"Rhett Lowder","CIN",2,2,0,6,6,30.2,6.456521872987372,4.1086957373556,0,0.2717391304347826,0.8974359,0.384615384,0,93.80345243566177,1.1739130678158858,4.378030800909426,3.101262385633357,4.728314943452066,0.859745442867279,"Rhett Lowder",33876,695076
"Ryan Pressly","HOU",2,3,4,59,0,56.2,9.211765739414634,2.8588238501631626,0.6352941889251472,0.3333333333333333,0.7320442,0.487804878,0.085106382,93.94649767801857,3.4941180390883098,3.909386365269461,3.0958915350758898,3.4323220744534573,0.855274498462677,"Ryan Pressly",7005,519151
"Jakob Junis","- - -",4,0,1,24,6,67,6.850746561196166,1.074626911560183,1.074626911560183,0.22404371584699453,0.77868852,0.387434554,0.103896103,92.6155020672342,2.686567278900457,3.8975328245236844,3.6888678602982172,3.874310364919695,0.8415619358420372,"Jakob Junis",13619,596001
"Devin Williams","MIL",1,0,14,22,0,21.2,15.784615847796392,4.569230903309482,0.41538462757358924,0.25,0.92592593,0.432432432,0.071428571,94.68864010167464,1.2461538827207677,2.101044831657164,2.058787438093557,2.4357774962530936,0.8337991833686829,"Devin Williams",15816,642207
"Kyle Harrison","SFG",7,7,0,24,24,124.1,8.541555309205874,3.0402146015817517,1.3029491149636079,0.30835734870317005,0.73252688,0.408839779,0.123287671,92.9029866332498,4.560321902372627,4.832762945776294,4.332699665139938,4.226157253074172,0.8160495162010193,"Kyle Harrison",27758,690986
"José Leclerc","TEX",6,5,1,64,0,66.2,12.015001833343785,4.320000659179788,0.9450001441955787,0.3141025641025641,0.71776156,0.352201257,0.102941176,95.58239483890215,4.320000659179788,3.57887119966856,3.481479826354988,3.658728427747282,0.8075965046882629,"Jose Leclerc",14524,600917
"Colin Rea","MIL",12,6,1,32,27,167.2,7.2465211495356305,2.308151180963201,1.5566600987891355,0.28169014084507044,0.7662624,0.38771593,0.136792452,93.0369091892429,4.294234755280374,4.887420496457971,4.752960951768378,4.416255862175867,0.8043355643749237,"Colin Rea",12317,607067
"Ben Lively","CLE",13,10,0,29,29,151,7.033112582781457,2.9205298013245033,1.3708609271523178,0.2654462242562929,0.78358209,0.419213973,0.121693121,89.99538799894958,3.814569536423841,4.026955443554211,4.656546003455358,4.56892738607743,0.7890021800994873,"Ben Lively",14932,594902
"James Paxton","- - -",9,3,0,21,21,100.1,6.548173151666666,4.485050103881278,1.0764120249315068,0.2757475083056478,0.71981424,0.374592833,0.091603053,93.38611942498008,4.395349101803653,4.766265401062441,4.791064593695681,5.210397853640641,0.7889227569103241,"James Paxton",11828,572020
"Dylan Lee","ATL",4,2,0,52,0,59.2,11.463689105273899,2.5642462472323193,1.0558661018015434,0.3,0.83629893,0.351724137,0.106060606,92.5487733004386,2.1117322036030868,2.615517568324432,2.998881984353042,3.1462432632862205,0.7830778956413269,"Dylan Lee",19996,669276
"Nick Mears","- - -",1,5,0,54,0,57.2,11.705204957694143,3.7456655864621258,1.0924857960514534,0.36,0.59840426,0.407643312,0.111111111,96.85981674071083,5.930637178565033,3.223688749184906,3.3919133552527936,3.4657260238195904,0.7764229327440262,"Nick Mears",25376,683232
"Kevin Kelly","TBR",5,2,1,68,0,70.2,8.023586926914017,1.1462267038448595,0.8915096585460018,0.26804123711340205,0.75949367,0.567839195,0.129629629,92.21830055930398,2.6745289756380055,3.3512266909446633,3.2655364070171284,3.133203174661399,0.7703973054885864,"Kevin Kelly",25679,687330
"Shane Bieber","CLE",2,0,0,2,2,12,15,0.75,0,0.4166666666666667,1,0.5,0,92.47847316576087,0,2.78507361867924,0.08314644495646206,0.5871492470304176,0.7693706154823303,"Shane Bieber",19427,669456
"Brant Hurter","DET",6,1,0,10,1,45.1,7.544117858665631,1.1911765039998363,0.7941176693332243,0.23622047244094488,0.78488372,0.53125,0.093023255,92.2227783203125,2.580882425332979,2.2810669587716284,3.0341268334009244,3.321252462062087,0.7648656517267227,"Brant Hurter",30133,676428
"Beau Brieske","DET",4,5,1,46,12,67.2,9.177341281134135,3.990148383101798,0.6650247305169663,0.2840909090909091,0.7,0.376404494,0.064935064,95.96162879797441,3.591133544791618,3.3289158286571325,3.5063813072206895,4.266351578302972,0.7632355988025665,"Beau Brieske",26079,689225
"Tony Santillan","CIN",3,3,0,29,1,30,13.800002632141615,2.700000514984229,1.2000002288818796,0.2698412698412698,0.77868852,0.323076923,0.133333333,97.27961570338199,3.000000572204699,2.409090045300169,2.733146362304672,2.5118213929788173,0.7582406485453248,"Tony Santillan",19926,663574
"Randy Vásquez","SDP",4,7,0,20,20,98,5.6938775510204085,2.663265306122449,1.1938775510204083,0.3302180685358255,0.72164948,0.386706948,0.104,94.30791015625,4.86734693877551,5.890885512876524,4.697092023187754,4.901184378062585,0.7465266585350037,"Randy Vasquez",24719,681190
"Ryan Fernandez","STL",1,6,2,62,0,66.2,9.585001462555155,4.320000659179788,0.5400000823974735,0.3068181818181818,0.71759259,0.429378531,0.06779661,95.79663294604701,3.5100005355835777,3.459427634872115,3.3464798057556195,3.904607330425473,0.7444950938224792,"Ryan Fernandez",24862,681676
"Joey Estes","OAK",7,9,0,25,24,127.2,6.485640106566314,1.9033943791009835,1.6214100266415785,0.27365728900255754,0.69732938,0.245742092,0.100877192,92.63992135605375,5.005222256154438,4.433586827745919,4.936714879840504,5.294975346522007,0.7282214127480984,"Joey Estes",26257,683155
"Bryan Hudson","MIL",6,1,0,43,0,62.1,8.951872388207125,2.454545654830986,1.0106952696362883,0.14788732394366197,0.94240838,0.412162162,0.116666666,91.43294404517454,1.7326204622336372,2.9919649405918816,3.5996348938482043,3.5951510064231633,0.7269054055213928,"Bryan Hudson",19924,663542
"Cionel Pérez","BAL",2,0,2,62,0,53.2,7.714287176530196,4.695653063974902,0,0.29559748427672955,0.6375,0.557692307,0,96.52188621411483,4.527951168832941,3.5820497780694214,3.2969145856224316,4.592922036613899,0.7190252542495728,"Cionel Perez",19614,672335
"Andrew Nardi","MIA",3,2,0,59,0,49.2,12.684566356390905,3.2617456345005182,1.2684566356390905,0.32456140350877194,0.63909774,0.316666666,0.114754098,94.23304219600726,5.073826542556362,2.8087916579435905,3.327553636783648,3.3523693354139605,0.7101933360099792,"Andrew Nardi",25942,677053
"Jesús Luzardo","MIA",3,6,0,12,12,66.2,7.830000298690807,2.9700001132965133,1.2150000463485735,0.28415300546448086,0.66298343,0.37037037,0.118421052,95.51789022229381,4.995000190544135,4.552307390436034,4.261479820060732,4.230169401959262,0.6980787515640259,"Jesus Luzardo",19959,666200
"Michel Otañez","OAK",1,0,1,36,0,34,14.558826796324515,5.2941188350270965,0.5294118835027096,0.352112676056338,0.74152542,0.383561643,0.0625,98.09764840612449,3.441177242767613,2.519196050275536,2.7253032087042035,3.3836642093511315,0.6855605244636536,"Michel Otanez",22533,671305
"Hunter Harvey","- - -",2,4,1,49,0,50.2,9.769738435828055,2.842105726786343,0.8881580396207321,0.3333333333333333,0.67692308,0.44680851,0.116279069,97.96389996963339,4.440790198103661,5.124334279136306,3.521742994138088,3.5220659178922187,0.6854808628559113,"Hunter Harvey",15507,640451
"Shawn Armstrong","- - -",3,3,1,57,7,66.2,8.910000977182495,3.3750003701448845,0.8100000888347724,0.3622448979591837,0.69037657,0.358208955,0.075949367,93.50069888607486,4.860000533008634,5.1279639167273325,3.571479822707181,4.193209852266809,0.6851377971470356,"Shawn Armstrong",12857,542888
"Jesus Tinoco","- - -",1,0,3,32,0,40.2,9.295083202427836,2.655738057836525,0.6639345144591312,0.23529411764705882,0.71428571,0.466666666,0.073170731,96.64663668032046,3.319672572295656,3.251662032901145,3.166479778289795,3.731865377728999,0.6832907497882843,"Jesus Tinoco",16300,622786
"Michael Lorenzen","- - -",7,6,0,26,24,130.1,6.698209980067962,4.1432226680832756,1.1739130892902614,0.23595505617977527,0.82402235,0.418230563,0.112582781,93.97086190328903,3.3145781344666205,4.570422988243004,4.892822556657826,4.9489345998156455,0.679947517812252,"Michael Lorenzen",14843,547179
"Justin Verlander","HOU",5,6,0,17,17,90.1,7.37269414206046,2.6900370518328707,1.4944650287960393,0.3029197080291971,0.68181818,0.282229965,0.1,93.69962004226268,5.479705105585477,3.7467110029134956,4.782716031654401,5.134759530442583,0.677863597869873,"Justin Verlander",8700,434378
"Robert Gasser","MIL",2,0,0,5,5,28,5.142857142857143,0.32142857142857145,0.6428571428571429,0.2826086956521739,0.78767123,0.430107526,0.0625,93.2071063701923,2.5714285714285716,2.9373598710661075,3.3807654925755095,4.180203671114786,0.6714549660682678,"Robert Gasser",29812,688107
"Tyler Ferguson","OAK",4,2,2,48,0,51.1,10.870130947175554,4.207792624713117,0.7012987707855196,0.24347826086956523,0.66793893,0.372881355,0.078431372,96.08382985561708,3.681818546623978,3.6890386220140585,3.283362906754048,3.7725661120566074,0.6693741679191589,"Tyler Ferguson",19481,621053
"Jacob Webb","BAL",2,5,2,60,0,56.2,9.211766979653678,4.288236352597402,0.6352942744588744,0.24489795918367346,0.72115385,0.34,0.0625,93.54853562801932,3.0176478036796532,3.41162230705086,3.5194210418780587,4.309454260382244,0.6643909215927124,"Jacob Webb",19274,657097
"Clayton Kershaw","LAD",2,2,0,7,7,30,7.200000457763701,2.700000171661388,0.6000000381469751,0.3541666666666667,0.63348416,0.385416666,0.06060606,89.80517850907822,4.500000286102313,4.558398318391303,3.533146468268502,4.329689099088705,0.6591532230377197,"Clayton Kershaw",2036,477132
"Hunter Stratton","PIT",2,1,1,36,0,37.2,7.8849578816798065,1.6725668233866258,0.7168143528799824,0.30357142857142855,0.70093458,0.378378378,0.068181818,95.57860456194196,3.584071764399912,3.30214933393648,3.2461258174986822,3.9769676929394824,0.6573249697685242,"Hunter Stratton",23455,676702
"Spencer Turnbull","PHI",3,0,0,17,7,54.1,9.607362188031768,3.3128835131144028,0.9938650539343209,0.23308270676691728,0.83955224,0.474820143,0.12,,2.6503068104915224,4.0731785469332,3.8474613893188674,3.8032973449311833,0.6572737786918879,"Spencer Turnbull",16207,605513
"Huascar Brazobán","- - -",1,3,0,39,0,51.2,8.883872716866321,4.354839567091334,0.3483871653673067,0.2647058823529412,0.63291139,0.456521739,0.046511627,96.63614992751289,3.8322588190403737,3.641905228013818,3.3213185184530425,4.076474050376518,0.6459665764123201,"Huascar Brazoban",6107,623211
"Merrill Kelly","ARI",5,1,0,13,13,73.2,7.696832844896717,2.3212670484609146,1.3438914491089506,0.2731707317073171,0.73002755,0.424528301,0.142857142,91.9974421417364,4.0316743473268515,4.975906492111245,4.252452666458644,3.8917012596031526,0.6452677845954895,"Merrill Kelly",11156,518876
"Reid Detmers","LAA",4,9,0,17,17,87.1,11.23282508167675,3.9160307624194175,1.8549619400934083,0.35714285714285715,0.62943262,0.383333333,0.171428571,94.09653698065902,6.69847367255953,4.063474502865591,4.723731777380557,3.862215116366004,0.6452233195304871,"Reid Detmers",27468,672282
"Jose A. Ferrer","WSN",1,0,1,31,0,32,7.031251676381034,1.6875004023314482,0.28125006705524136,0.2736842105263158,0.68452381,0.572916666,0.04,98.43917262300532,3.3750008046628963,2.7732769098146908,2.7602296814322242,3.5352364335690663,0.6362960338592529,"Jose A. Ferrer",24017,678606
"Ian Hamilton","NYY",0,1,1,35,0,37.2,9.796462822693094,3.3451336467732515,0.4778762352533216,0.33980582524271846,0.72265625,0.438095238,0.058823529,96.42869668111314,3.823009882026573,3.759959653095221,3.033736379608317,3.708292822267249,0.6335269808769226,"Ian Hamilton",19261,641656
"Jalen Beeks","- - -",7,4,10,71,0,70,7.071430305559233,3.471429422729078,0.7714287606064618,0.3212669683257919,0.65922921,0.450892857,0.073170731,94.72973188920454,4.500001103537694,3.8002256168230515,3.995051410052291,4.651975704152948,0.6291933953762054,"Jalen Beeks",17192,656222
"Ben Joyce","LAA",2,0,4,31,1,34.2,8.567309263542848,3.6346160511999956,0.25961543222857114,0.2777777777777778,0.84507042,0.588888888,0.05,102.43585205078125,2.076923457828569,3.2436508160632935,3.195325937426303,3.6926385706839735,0.6263366192579269,"Ben Joyce",31461,690829
"Andrés Muñoz","SEA",3,7,22,60,0,59.1,11.679777033054464,3.9438208163560526,0.910112496082166,0.20833333333333334,0.85271318,0.523809523,0.162162162,98.56423539959016,2.1235958241917205,2.9152054241927443,3.3518730645287547,2.9801479137674898,0.6240898370742798,"Andres Munoz",20373,662253
"Davis Martin","CHW",0,5,0,11,10,50,8.4600003227234,4.140000157928473,0.9000000343322767,0.32142857142857145,0.74647887,0.458333333,0.094339622,93.71335920198696,4.320000164794928,4.098292312828601,4.266479820251467,4.569208742394838,0.622290613129735,"Davis Martin",21448,663436
"Michael McGreevy","STL",3,0,0,4,3,23,7.043478260869565,0.782608695652174,0.391304347826087,0.234375,0.79545455,0.625,0.09090909,93.14202168782552,1.9565217391304348,3.5571693450029445,2.5577841261158816,2.715701189961122,0.6208943575620651,"Michael McGreevy",29869,700241
"Michael Tonkin","- - -",4,4,2,57,0,79.1,9.64285915209937,3.4033620536821303,0.680672410736426,0.3033175355450237,0.65261044,0.410138248,0.08,93.22137601163752,3.6302528572609387,4.329451045624828,3.443790760441672,3.890017287873473,0.6205148547887802,"Michael Tonkin",10315,543859
"Max Scherzer","TEX",2,4,0,9,9,43.1,8.307692551471785,2.0769231378679462,1.4538461965075624,0.2773109243697479,0.75242718,0.319672131,0.125,92.62486713435374,3.946153961949098,3.834699262243833,4.18186442346968,4.03584451337931,0.6061842441558838,"Max Scherzer",3137,453286
"Jordan Montgomery","ARI",8,7,1,25,21,117,6.384615436656785,3.3846154122035963,1.0769230857011443,0.34704370179948585,0.63854048,0.42278481,0.103703703,92.10142759947448,6.230769281556621,5.173498950342771,4.4827191052578605,4.671788635345576,0.6054696589708328,"Jordan Montgomery",16511,656756
"Yennier Cano","BAL",4,3,5,70,0,60,9.750003099442514,3.6000011444095437,0.9000002861023859,0.3137254901960784,0.77903683,0.628930817,0.181818181,96.58121888827434,3.1500010013583504,3.7274664627422913,3.549813233481552,3.081417708004651,0.6054456233978271,"Yennier Cano",25911,666974
"Carmen Mlodzinski","PIT",5,5,0,40,4,50.2,8.17105304171176,3.375000169402683,0.5328947635898973,0.2733812949640288,0.69204152,0.460992907,0.056603773,96.15126387001811,3.375000169402683,3.3419995872888784,3.363848209249016,4.175751780193815,0.6047606319189072,"Carmen Mlodzinski",27572,669387
"Aaron Ashby","MIL",1,2,0,14,2,28.1,10.48235411726493,3.176470944625736,0.6352941889251472,0.24324324324324326,0.625,0.586666666,0.111111111,96.47104317801339,2.8588238501631626,3.022610990392711,2.813538562220269,2.856461554518226,0.6034631431102753,"Aaron Ashby",23550,676879
"José Alvarado","PHI",2,5,13,66,0,61.2,9.194595542556716,4.086486907802985,0.8756757659577824,0.26875,0.68965517,0.460122699,0.115384615,,4.086486907802985,3.9456952288256533,3.7989122759259715,3.809038284378671,0.600022554397583,"Jose Alvarado",17780,621237
"Dylan Floro","- - -",6,4,0,66,0,68.2,6.291263242684536,2.2281557317841068,0.6553399211129726,0.28846153846153844,0.68421053,0.454545454,0.071428571,89.96204502535183,3.800971542455241,3.915940235988661,3.5014312935253145,4.096197249159715,0.5986391305923462,"Dylan Floro",13394,571670
"Braxton Garrett","MIA",2,2,0,7,7,37,8.27027027027027,0.972972972972973,1.2162162162162162,0.30973451327433627,0.5952381,0.512820512,0.142857142,90.82284322599085,5.351351351351352,4.480114960428012,3.815128426938444,3.4886498922834526,0.5972195267677307,"Braxton Garrett",21844,666129
"Pete Fairbanks","TBR",3,3,23,46,0,45.1,8.735294362665467,3.3750000946662033,0.7941176693332243,0.26666666666666666,0.69620253,0.434426229,0.086956521,97.43406464041095,3.573529511999509,4.001977979415096,3.4973621405119717,3.884547151803231,0.5885121822357178,"Pete Fairbanks",17998,664126
"Tyler Rogers","SFG",3,4,1,77,0,70.1,6.526066822653446,0.7677725673709936,0.8957346619328259,0.273972602739726,0.81196581,0.544642857,0.106060606,,2.81516608036031,3.0670987520317983,3.564584072482162,3.6895967091621196,0.5832422375679016,"Tyler Rogers",15541,643511
"Bryan Hoeing","- - -",2,3,0,34,2,53.2,7.211181234814141,2.347826448544139,0.6708075567268968,0.26174496644295303,0.81712062,0.483443708,0.097560975,94.64977866724918,2.180124559362415,4.946460611020312,3.3155481242291054,3.5017409104529493,0.5812072865664959,"Bryan Hoeing",26304,663773
"Anthony Banda","LAD",3,2,2,48,2,49.2,9.060404540279217,3.2617456345005182,0.9060404540279218,0.291044776119403,0.78947368,0.444444444,0.1,96.12755204675796,3.080537543694934,3.284948387142414,3.669835586083085,3.8832669112286364,0.5778200142085552,"Anthony Banda",14706,607455
"Jack Kochanowicz","LAA",2,6,0,11,11,65.1,3.4438778191296184,1.3775511276518473,0.9642857893562932,0.2824074074074074,0.73490814,0.570135746,0.129629629,96.46599692486703,3.9948982701903573,5.076341315304364,4.620561524144523,4.477425603858102,0.572874128818512,"Jack Kochanowicz",27688,686799
"Edward Cabrera","MIA",4,8,0,20,20,96.1,9.996540320190658,4.671280523453579,1.4013841570360734,0.27800829875518673,0.6637931,0.470355731,0.182926829,96.28684786872385,4.951557354860793,4.69983094071079,4.682050792565845,3.944867597694068,0.5698563456535339,"Edward Cabrera",21690,665795
"Trent Thornton","SEA",4,3,1,71,0,72.1,9.58064684549619,2.3640557151224364,0.9953918800515522,0.2972972972972973,0.72559367,0.38095238,0.109589041,95.617680102323,3.608295565186877,3.411115356424243,3.470627297194436,3.5587832618279474,0.5645291209220886,"Trent Thornton",17948,663423
"Tyson Miller","- - -",5,1,1,58,0,62,7.83871088315762,1.5967744391617373,1.0161291885574693,0.20253164556962025,0.81858407,0.306748466,0.086419753,,2.3225810024170723,3.3943244752326285,3.6664798551990265,4.174103818828874,0.544001841917634,"Tyson Miller",19976,668338
"Buck Farmer","CIN",3,2,1,61,1,71,8.873240390104954,3.6760567330434806,0.8873240390104954,0.26344086021505375,0.81508516,0.357894736,0.086419753,92.87059364318847,3.042253848035984,4.135580354455921,3.997465783077402,4.440743026540897,0.5406852886080742,"Buck Farmer",14814,571656
"Landen Roupp","SFG",1,2,0,23,4,50.1,8.40397435916869,4.649007092306083,0.357615930177391,0.2907801418439716,0.72916667,0.471830985,0.047619047,93.70735437729779,3.5761593017739104,4.01090577293728,3.4247579500845777,4.169877622624837,0.540614128112793,"Landen Roupp",30076,694738
"Randy Rodríguez","SFG",3,2,0,35,1,52.1,9.114651563961207,3.0955420405905985,0.6878982312423552,0.3006993006993007,0.625,0.409722222,0.06557377,97.8717519171227,4.29936394526472,3.272283489743008,3.338454336100384,4.107228624419184,0.5393635928630829,"Randy Rodriguez",23974,678495
"Danny Coulombe","BAL",1,0,1,33,0,29.2,9.707868497310509,1.516854452704767,0.9101126716228602,0.1791044776119403,0.82278481,0.485714285,0.107142857,90.85235236672794,2.1235962337866736,2.9425028277431955,2.8294010110220693,2.941858421747514,0.5361840128898621,"Danny Coulombe",13293,543056
"Cal Quantrill","COL",8,11,0,29,29,148.1,6.6741575322237345,4.186516997485797,1.3955056658285991,0.3002257336343115,0.75073602,0.443722943,0.149350649,94.232314453125,4.975281069475875,5.325844796496127,5.31704164978411,4.8710818225249986,0.5353853106498718,"Cal Quantrill",19312,615698
"Joel Payamps","MIL",3,7,6,68,0,59,9.000001163806097,2.7457630669238937,1.067796748248181,0.21476510067114093,0.73170732,0.385620915,0.111111111,94.83736221104452,3.0508478521376596,4.020750825292666,3.7258018845150325,3.7979464631997284,0.5345836877822876,"Joel Payamps",14332,606303
"Graham Ashcraft","CIN",5,5,0,15,15,77.1,6.633621125952696,3.142241585977593,1.280172497990871,0.3132530120481928,0.67542214,0.486381322,0.135802469,,5.237069309962655,5.123135434301763,4.821652300944659,4.556212812417195,0.5345784425735474,"Graham Ashcraft",27552,668933
"Landon Knack","LAD",3,5,1,15,12,69,9.000000373176922,2.347826184307023,1.8260870322387956,0.24175824175824176,0.85858586,0.311224489,0.142857142,93.53305810914004,3.6521740644775913,4.001056130374021,4.717204480270359,4.227013500665944,0.5298651680350304,"Landon Knack",27487,689017
"Greg Weissert","BOS",4,2,1,62,0,63.1,8.24210691795488,2.842105833777545,0.9947370418221407,0.3258426966292135,0.70478723,0.412087912,0.102941176,94.15291714449542,3.1263164171552993,3.4975069021817977,3.7191114681909845,3.9056889523311265,0.5297165513038635,"Greg Weissert",20375,669711
"Brenan Hanifee","DET",1,1,0,21,3,29.1,7.0568198642951465,1.8409095298161253,0.6136365099387084,0.2808988764044944,0.86092715,0.538461538,0.076923076,95.63884049755032,1.8409095298161253,3.049996837708153,3.098297943852161,3.552123684840213,0.515727236866951,"Brenan Hanifee",22304,669724
"Hogan Harris","OAK",4,4,0,21,9,72.1,7.589862284848422,4.105991072131114,0.8709678031793271,0.2885572139303483,0.78947368,0.370731707,0.085365853,93.06263173570382,2.8617513533035033,5.042184399584448,4.2309959821756395,4.68700554387487,0.5058782249689102,"Hogan Harris",21520,663687
"Cade Povich","BAL",3,9,0,16,16,79.2,7.794979328330429,3.841004306713545,1.3556485788400747,0.2905982905982906,0.67864271,0.352459016,0.105263157,92.35484651548673,5.19665288555362,4.08520671988708,4.785726691904329,4.991194794395859,0.5049110054969788,"Cade Povich",30055,700249
"Daysbel Hernández","ATL",3,0,0,16,0,18,13.00000275505972,5.000001059638354,0,0.2702702702702703,0.71428571,0.361111111,0,97.50884726821192,2.500000529819177,2.415116116394976,2.110923999032809,3.454931756062397,0.500784158706665,"Daysbel Hernandez",20271,678226
"Martín Pérez","- - -",5,6,0,26,26,135,7.133333534900059,3.266666758972924,1.4666667081102924,0.31695331695331697,0.76923077,0.443661971,0.144736842,91.48380100980718,4.533333461431813,5.462274159132652,4.899813160601958,4.483704095108578,0.4979420155286789,"Martin Perez",6902,527048
"Jordan Hicks","SFG",4,7,1,29,20,109.2,7.878419704096996,3.857142980130821,0.9848024630121245,0.31545741324921134,0.75396825,0.509202453,0.118811881,95.87830300932949,4.103343595883852,4.730286544982442,4.370127233082393,4.340153211109096,0.485898993909359,"Jordan Hicks",19618,663855
"John Means","BAL",2,0,0,4,4,20.2,6.9677421498373135,0.8709677687296642,0.8709677687296642,0.23728813559322035,0.80246914,0.183333333,0.058823529,90.576806640625,2.6129033061889926,4.59159810280862,3.3116410730780723,4.541074295329494,0.4806542992591858,"John Means",16269,607644
"Emilio Pagán","CIN",4,5,1,38,1,38,10.421053677714868,2.605263419428717,1.4210527742338457,0.35051546391752575,0.72769953,0.31372549,0.125,94.76647123448988,4.500000451740511,4.174481627147576,3.7717429969449516,3.629016758897378,0.47526509314775467,"Emilio Pagan",14771,641941
"Tim Hill","- - -",4,0,0,62,0,67,4.164179934295527,2.5522393145682263,0.2686567699545501,0.31645569620253167,0.69327731,0.682203389,0.054054054,90.76869309793307,3.358209624431877,3.5642986980690123,3.5694649332216204,4.016395037659975,0.47385255992412567,"Tim Hill",16814,657612
"Ryan Burr","TOR",0,2,0,34,4,32.2,12.94898249009772,3.30612318896112,1.10204106298704,0.32894736842105265,0.71428571,0.325,0.111111111,94.05966362847222,4.1326539862014,3.558874175827628,3.074643023040875,3.1491012832976812,0.46346278488636017,"Ryan Burr",17536,621114
"Pierce Johnson","ATL",6,6,2,58,0,56.1,10.704143703144817,3.9940834713226927,0.9585800331174462,0.3088235294117647,0.75075075,0.450704225,0.113207547,95.58000742364253,3.6745567936168775,3.7803389247256898,3.610266830658983,3.648191905226945,0.4612372815608978,"Pierce Johnson",13435,572955
"Collin Snider","SEA",3,4,0,42,0,41.2,10.152001549072502,2.8080004284668623,1.080000164794947,0.2980769230769231,0.83333333,0.308411214,0.108695652,94.23020973342294,1.9440002966309047,3.9618109928907685,3.4064798149108944,3.5157371120511756,0.4611671268939972,"Collin Snider",23307,676092
"Richard Fitts","BOS",0,1,0,4,4,20.2,3.919354959283489,3.0483871905538247,0,0.2753623188405797,0.76923077,0.373134328,0,94.4650390625,1.7419355374593284,4.079123469438508,3.3116410730780723,5.506492052857331,0.46043309569358826,"Richard Fitts",30160,690916
"Adam Ottavino","NYM",2,2,1,60,0,56,11.250002299036769,3.6964293268263666,0.9642859113460087,0.30935251798561153,0.7082153,0.433566433,0.1,93.21128558168317,4.339286601057039,3.1980490439746965,3.666479880469207,3.8936317906988376,0.45945456624031067,"Adam Ottavino",1247,493603
"Gregory Soto","- - -",3,5,2,66,0,53,11.037737835171148,4.584906485378784,0.6792454052413014,0.37142857142857144,0.71428571,0.507042253,0.1,98.21607607886905,4.415095134068459,4.544383195171132,3.675913832220771,3.8359202053304755,0.4572862312197685,"Gregory Soto",19677,642397
"Paul Blackburn","- - -",5,4,0,14,14,75.1,7.048672685347577,2.5088495998694764,1.433628342782558,0.2895927601809955,0.70913462,0.456896551,0.151898734,92.17164120431674,4.659292114043313,4.587771252290129,4.626656794086845,4.1414620614484,0.45137062668800354,"Paul Blackburn",14739,621112
"Christian Scott","NYM",0,3,0,9,9,47.1,7.415493156956771,2.281690202140545,1.5211268014270298,0.27205882352941174,0.73221757,0.323943661,0.111111111,94.31343900240384,4.56338040428109,4.220312376898811,4.603099535193101,4.705872888263329,0.445525199174881,"Christian Scott",30107,681035
"Davis Daniel","LAA",1,4,0,6,6,30.1,8.307692655948708,1.7802198548461519,1.4835165457051265,0.3617021276595745,0.61538462,0.363636363,0.116279069,91.60670440051021,6.2307694919615315,4.401626450911796,4.155490808759879,4.15603019782228,0.4434129595756531,"Davis Daniel",27582,669721
